ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source
F-1268,xnz,P-298,šóor,,"Schrift, Buch",massenbach1962[214]
F-1266,onw,P-298,sor,,"writing, book",OND[160]
F-1833,fia,P-427,sórin,,nase,reinisch1879[145]
F-1835,xnz,P-427,sórin,,Nase,massenbach1962[210]
F-1834,dgl,P-427,sóriñ,,nose,armbruster1965[180]
F-1270,onw,P-299,"soukk, sogg",,to descend,OND[161]
F-1272,onw,P-300,sout,,empty,OND[162]
F-2021,dgl,P-464,sówwed,,dry,armbruster1965[180]
F-2023,xnz,P-464,sowwi,,"trocken sein, sich schämen",massenbach1962[210]
F-2020,dgl,P-464,sówwi,,to dry,armbruster1965[180]
F-1273,fia,P-300,sud,,leer; schnell,reinisch1879[146]
F-2595,brk,P-297,sugul,,to take,thelwall1977[]
F-2367,dgl,P-299,šugur,,to descend,armbruster1965[187]
F-1271,fia,P-299,suk,,"herabstiegen, sinken, fallen",reinisch1879[146]
F-2435,mei,P-328,sùkkàhêm,,"to beat, hit",werner1993[125]
F-2368,mei,P-299,súkkíhèm,,to descend,werner1993[125]
F-2499,brk,P-345,sulbi,,to wash ,thelwall1977[207]
F-2103,brk,P-401,"sundi, pl. sunne",,(finger)nail,thelwall1977[204]
F-1710,mei,P-401,súngúndí,,nail,werner1993[125]
F-1707,dgl,P-401,súnt(i),,"nail, claw, talon, hoof",armbruster1965[182]
F-1709,fia,P-401,súnti,,nagel,reinisch1879[147]
F-1708,xnz,P-401,"sutti, sunti",,Fingernagel,massenbach1962[211]
F-2338,mei,P-352,sùu(w),,hot,werner1993[124]
F-1274,dgl,P-300,súud,,"empty, vacant, bare",armbruster1965[181]
F-1275,xnz,P-300,súud,,"leer, bloß, nur",massenbach1962[210]
F-2022,brk,P-464,suudi,,dry,thelwall1977[200]
F-2502,fia,P-514,šuuk,,"waschen (Kleider), spritzen",khalil1996a[123]
F-1728,pkn,P-406,ʃar-t̪i,,iron,jakobiA[no. 368]
F-2117,brk,P-435,ʃeeʃi,,sand,thelwall1977[205]
F-2452,brk,P-132,ʃikidi,,smoke (dust?),thelwall1977[205]
F-2501,kko,P-345,ʃúb,,to wash,jakobiA[no. 259]
F-1277,onw,P-301,ta,,"path, street",OND[163]
F-1282,onw,P-302,"ta(a)(l), pl. taei",,girl,OND[163]
F-1278,onw,P-301,ta(r),,to come,OND[166]
F-1279,dgl,P-301,táa,,to come,armbruster1965[188]
F-1280,xnz,P-301,táa,,kommen,massenbach1962[214]
F-2725,mei,P-78,táa,,"way, path",werner1993[126]
F-1317,fia,P-309,"taaj, taac",,"rufen, laut schreien",reinisch1879[154]
F-1593,mei,P-373,tàanyírhèm,,"to swallow, unrelated?",werner1993[127]
F-2686,fia,P-301,taar,,"kommen, erreichen, gelangen",khalil1996a[107]
F-2061,brk,P-302,taarti,,girl,thelwall1977[202]
F-1426,mei,P-333,táasí,,three,werner1993[128]
F-1312,xnz,P-307,tabbe,,"berühren, eintauchen, trösten",massenbach1962[214]
F-2214,mei,P-364,táccí,,"desert, deserted place",werner1993[127]
F-1311,fia,P-307,taf,,"berüren, eintauchen",reinisch1879[153]
F-1289,xnz,P-303,tág,,bedeckt sein,massenbach1962[215]
F-1290,dgl,P-303,tág,,to get covered,armbruster1965[192]
F-1288,fia,P-303,tagiddī,,"Deckel, Stöpsel",khalil1996a[103]
F-2515,brk,P-517,tagir,,leopard,thelwall1977[203]
F-1318,onw,P-309,tajj,,to call,OND[168]
F-2517,brk,P-363,tajjan,,far,thelwall1977[201]
F-1287,onw,P-303,tak,,to be covered,OND[163]
F-1292,onw,P-304,takan,,quickly,OND[163]
F-1293,fia,P-304,tákan,,schnell,reinisch1879[154]
F-322,mei,P-77,tám-íhèm,,"to touch, uncertain",werner1993[127]
F-1313,mei,P-307,tám(m)íhèm,,to touch,werner1993[127]
F-1924,dgl,P-448,tánce,,to taste,armbruster1965[193]
F-1319,onw,P-310,taŋis,,"name, Pre-Nubian",OND[168]
F-1320,fia,P-310,taŋis,,"name, pre-Nubian",reinisch1879[154]
F-1310,onw,P-307,tapp,,to touch,OND[165]
F-1302,onw,P-488,tar,,"he, she, it ",OND[165]
F-1303,fia,P-488,tar,,"er, jener",reinisch1879[154]
F-2073,brk,P-488,tar,,he,thelwall1977[202]
F-2318,brk,P-488,tarei,,there,macmichael1920[214]
F-1314,onw,P-308,"tarou(ou), tari",,"to bless, praise",OND[167]
F-1315,xnz,P-308,táru,,"danken, gute Wünschen sagen",massenbach1962[216]
F-2178,mei,P-333,"tāsi, dāsi",,three,macmichael1918[51]
F-1544,mei,P-363,tàssè,,"long, far",werner1993[128]
F-2688,onw,P-329,"tauo, tauō",,under,OND[164]
F-2523,mei,P-457,tàwìhêm,,to pass by,werner1993[128]
F-2693,fia,P-329,tawwo,,"Underteil, unter",khalil1996a[111]
F-2685,mei,P-301,tàyìhêm,,to cross over,werner1993[129]
F-1308,kko,P-488,t̪é,,he,jakobiA[no. 605]
F-1325,onw,P-312,te(e)l,,"grave, tomb",OND[169]
F-1358,pkn,P-319,t̪eː,,cow,jakobiA[no. 278]
F-319,mei,P-90,téccí,,five,werner1993[129]
F-1561,mei,P-366,tèccìdì,,cloud,werner1993[129]
F-2182,mei,P-90,"tēchi, dēchi",,five,macmichael1918[51]
F-1286,mei,P-302,tèdí,,"girl, daughter",werner1993[129]
F-2210,mei,P-413,tēdi,,hair,macmichael1918[51]
F-1327,fia,P-312,tee,,grab,reinisch1879[155]
F-1326,xnz,P-312,tée,,Grab,massenbach1962[216]
F-1905,dgl,P-445,téeb,,"to stand, stop, stay, remain, be",armbruster1965[194]
F-1906,xnz,P-445,téeb,,"stehen, sich befinden, sein, etwas dauernd tun",massenbach1962[216]
F-1328,mei,P-312,téed,,grave,werner1993[129]
F-1753,mei,P-413,tèedì,,"hair, wool",werner1993[129]
F-1340,dgl,P-315,téeg,,"to squat, sit, settle, remain",armbruster1965[196]
F-1341,xnz,P-315,téeg,,"sitzen, setzen",massenbach1962[216]
F-1322,xnz,P-311,téel,,"glühen, sehr heiß sein",massenbach1962[216]
F-2377,mei,P-323,téèm!,,give to me!,werner1993[130]
F-2378,mei,P-323,téenàr,,give to us!,werner1993[130]
F-2639,dgl,P-129,teer,,to sow. plant,armbruster1965[197]
F-1873,dgl,P-437,téer,,"to sow, plant",armbruster1965[197]
F-1875,xnz,P-437,téer,,Saatlöcher in den Uferschlamm hacken; die Felder am Ufer bestellen,massenbach1962[216]
F-748,dgl,P-185,téer,,"sow, plant",armbruster1965[197]
F-749,xnz,P-185,téer,,Saatlöcher in den Uferschlamm hacken; die Felder am Ufer bestellen,massenbach1962[216]
F-2642,brk,P-129,téerè,,to cultivate,
F-1874,dgl,P-437,téeri,,"seed, semen",armbruster1965[198]
F-2640,dgl,P-129,téeri,,seed,armbruster1965[198]
F-747,dgl,P-185,téeri,,"seed, semen",armbruster1965[198]
F-2071,brk,P-85,teeze,,green,thelwall1977[202]
F-2505,mei,P-83,tègèrhèm,,"to tie, bind",werner1993[129]
F-2012,brk,P-319,tei,,cow,thelwall1977[200]
F-2267,brk,P-319,tei,,cow,macmichael1918[53]
F-1904,mei,P-445,tèkkérhèm,,"to stand, stand up, stop",werner1993[129]
F-1321,onw,P-311,tel,,to light,OND[169]
F-1323,dgl,P-311,teléewe,,"to melt, liquify by heat",armbruster1965[196]
F-1324,xnz,P-311,teléewe,,schmelzen,massenbach1962[216]
F-305,mei,P-92,téllí,,god,werner1993[151]
F-2720,mei,P-531,tèmmèjí,,liver,werner1993[130]
F-2309,brk,P-323,tèni,,give it to me,macmichael1920[212]
F-1923,mei,P-448,ténngírhèm,,to taste,werner1993[130]
F-2448,mei,P-504,tèɲɲ-,,to be wet,
F-1283,xnz,P-302,ter,,girl,zyhlarz1928a[183]
F-1305,xnz,P-488,ter,,er,massenbach1962[216]
F-1330,onw,P-488,ter,,they,OND[170]
F-1331,fia,P-488,ter,,sie,reinisch1879[157]
F-2252,brk,P-488,ter,,he,macmichael1918[52]
F-1304,dgl,P-488,tér,,"he, she, it",armbruster1965[197]
F-1336,onw,P-314,tere,,key,OND[170]
F-1337,fia,P-314,tere,,,
F-2576,mei,P-375,tèré,,"small, young",werner1993[130]
F-2516,mei,P-517,térhár,,wild animals (general),werner1993[130]
F-1876,fia,P-437,téri,,semen virile,reinisch1879[158]
F-2015,dgl,P-463,térig,,deaf,armbruster1965[198]
F-2016,xnz,P-463,térig,,taub,massenbach1962[217]
F-2224,mei,P-85,tessē,,green,macmichael1918[52]
F-320,mei,P-85,tèssé,,green,werner1993[130]
F-2208,mei,P-480,tessi,,"iron, loan from ON",macmichael1918[51]
F-2209,mei,P-480,téssí,,"iron, loan from ON",werner1993[130]
F-1837,mei,P-428,tèssì,,"oil, butter",werner1993[130]
F-2014,mei,P-463,tèttí,,deaf,werner1993[130]
F-321,mei,P-84,tǝ̀g-ǝ̀ndóohèm,,to cover (tr),werner1993[136]
F-1285,mei,P-302,tə̀dí,,"girl, daughter",werner1993[135]
F-1357,mei,P-319,tə́ə,,cow,werner1993[135]
F-1401,mei,P-329,tə̀ə,,"stomach, midst, inside",werner1993[no. 135]
F-1605,mei,P-376,tə̀ədì,,shade,werner1993[136]
F-1291,mei,P-303,tə̀gə̀ndóohèm,,to cover,werner1993[136]
F-2458,mei,P-79,tə̀ggé,,"fat, strong",werner1993[136]
F-1342,mei,P-315,tə́gìhèm,,"to sit, stay",werner1993[136]
F-2570,mei,P-360,tə́llí,,"skin, leather bag",werner1993[136]
F-2316,brk,P-86,ti-nārum,,he died,macmichael1920[213]
F-332,dgl,P-25,tí-wri,,friend < *tin-wri,armbruster1965[200]
F-333,xnz,P-25,tí-wrii,,"Freund, Genosse",massenbach1962[218]
F-1366,onw,P-322,ti(r),,to give to 2/3sg,OND[174]
F-1364,fia,P-321,tíbit,,"welle, woge",reinisch1879[158]
F-1376,mei,P-322,tìhêm,,to give,werner1993[131]
F-1354,mei,P-319,tii,,kuh,reinisch1879[158]
F-1345,mei,P-319,tíi,,sheep,werner1993[131]
F-1355,dgl,P-319,tíi,,"head of cattle, cow",armbruster1965[198]
F-1356,xnz,P-319,tíi,,Kuh,massenbach1962[216]
F-306,mei,P-86,tíi-hèm,,to die,werner1993[148]
F-2119,brk,P-319,"tii, pl. tiir",,sheep,thelwall1977[205]
F-1339,fia,P-315,tiig,,"bleiben, leben, existiren, wonen",reinisch1879[158]
F-1344,dgl,P-319,tiigan,,,
F-1556,mei,P-365,tìihêm,,to drink,werner1993[131]
F-198,dgl,P-65,tíiŋ-gir,,path for cattle in an irrigrated area,armbruster1965[198]
F-1752,mei,P-412,tíirhèm,,to grow,werner1993[132]
F-2643,mei,P-129,tíirhèm,,to grow,werner1993[132]
F-2108,brk,P-428,tiizi,,oil,thelwall1977[204]
F-1338,onw,P-315,tik. tiŋ,,"to sit, remain",OND[171]
F-1343,onw,P-319,"tikan, pl. tikani",,sheep,OND[171]
F-2040,brk,P-413,"tilde, pl. tille",,feather,thelwall1977[201]
F-2666,fia,P-463,tilij,,"taub, schwerhörig",khalil1996a[105]
F-304,onw,P-92,till(i),,god,OND[171]
F-1766,mei,P-416,tíllé,,heavy,werner1993[131]
F-2211,brk,P-413,tillei,,hair,macmichael1920[205]
F-1346,onw,P-317,tilon,,depth,OND[172]
F-1352,onw,P-318,timm,,to assemble,OND[172]
F-2194,mei,P-91,timmigi,,ten,macmichael1918[51]
F-318,mei,P-91,tímmíjí,,ten,werner1993[162]
F-2360,mei,P-318,tìmmírhèm,,to gather,werner1993[132]
F-2195,brk,P-91,timmun,,ten,macmichael1920[198]
F-1360,xnz,P-320,tin,,Westen,massenbach1962[217]
F-1361,dgl,P-320,tín,,"west, left bank of the Nile",armbruster1965[198]
F-2080,brk,P-416,tindin,,heavy,thelwall1977[202]
F-1362,fia,P-320,"tinno, tiino",,west,reinisch1879[159]
F-1359,onw,P-320,tino,,west(ern),OND[173]
F-1363,onw,P-321,tipit,,wave,OND[173]
F-1367,xnz,P-322,tir,,jem. etwas geben,massenbach1962[217]
F-1373,fia,P-322,tir,,geben jemand etwas,reinisch1879[159]
F-2250,brk,P-488,tir,,they,macmichael1918[52]
F-1332,dgl,P-488,tír,,they,armbruster1965[199]
F-1368,dgl,P-322,tír,,to give (to other than speaker),armbruster1965[199]
F-1333,xnz,P-488,"tir, tirii",,sie,massenbach1962[217]
F-1375,mei,P-322,tìrhèm,,to give,werner1993[132]
F-2310,brk,P-322,tiri,,give it to him,macmichael1920[212]
F-2417,onw,P-480,tiriss,,iron implement,OND[176]
F-2641,onw,P-129,tirp,,harvest,OND[175]
F-1377,onw,P-324,tis,,to hate,OND[176]
F-2183,brk,P-90,tishi,,five,macmichael1920[198]
F-1379,fia,P-324,tiss,,"entgegen sein, gegner sein, hassen",reinisch1879[160]
F-1378,xnz,P-324,tissi,,hassen,massenbach1962[217]
F-2041,brk,P-90,tiʃʃi,,five,thelwall1977[201]
F-2353,pkn,P-90,tiʃu,,five,jakobiA[no. 491]
F-2447,brk,P-504,tite-ja,,wet,thelwall1977[207]
F-2070,brk,P-312,"tiwil, pl. tiwilsi",,grave,thelwall1977[202]
F-2017,brk,P-86,tiy-aar,,death,thelwall1977[200]
F-2145,brk,P-333,tizzig,,three,thelwall1977[206]
F-2179,brk,P-333,tizzit,,three,macmichael1920[198]
F-2376,fan,P-323,t̪ɪ-n,,to give me,jakobiA[no. 150]
F-1386,onw,P-327,"tod, pl. touñ",,"son, child",OND[180]
F-1576,mei,P-370,tòdí,,termite,werner1993[132]
F-2142,brk,P-370,"todugi, pl. todidi",,termite,thelwall1977[206]
F-1381,drb,P-325,tog,,,
F-1392,fia,P-328,tog,,"schlagen, flexion",reinisch1879[162]
F-2689,dgl,P-329,togo,,"lower part, base, bottom",armbruster1965[202]
F-2691,xnz,P-329,tógoo,,das Untere,massenbach1962[218]
F-2692,xnz,P-329,togóor,,unter,massenbach1962[218]
F-2690,dgl,P-329,togor,,"below, beneath, under",armbruster1965[202]
F-1391,onw,P-328,toj(j),,to strike,OND[181]
F-1740,fia,P-409,"tok, tokk",,"braten, rösten",reinisch1879[162]
F-1380,onw,P-325,"tok, touk, tōg",,"to cease, depart, leave, pass over, forgive",OND[177]
F-1739,onw,P-409,tok(k),,to cook,OND[178]
F-2493,mei,P-512,tòkkàhêm,,to milk,werner1993[132]
F-1347,mei,P-317,tóllé,,deep,werner1993[133]
F-2398,mei,P-62,tòmmì,,thorn,werner1993[133]
F-1747,dgl,P-411,tóo,,"to enter, go in, come in",armbruster1965[200]
F-1748,xnz,P-411,tóo,,"eintreten, beginnen, untergehen",massenbach1962[218]
F-1744,fia,P-410,toobe,,brodsorte in runder form,reinisch1879[161]
F-1389,xnz,P-327,"tóod, pl. toníi",,"Knabe, Junges der Tiere",massenbach1962[218]
F-1388,dgl,P-327,"tóod, pl. tóoni",,"child, son, young",armbruster1965[201]
F-1387,fia,P-327,"tood, pl. tuuñii",,"kind, son",reinisch1879[161]
F-2303,mei,P-327,tòodì,,female slave,werner1993[132]
F-1393,dgl,P-328,tóog,,"to strike, beat",armbruster1965[202]
F-1394,xnz,P-328,tóog,,"zerbrechen, abschlagen",massenbach1962[218]
F-2436,mei,P-328,toog-,,,
F-1746,fia,P-411,toor,,"eintreten, hineingehen, untergehen",reinisch1879[163]
F-1749,mei,P-411,tòorhèm,,to enter,werner1993[133]
F-1743,onw,P-410,toppe,,loaf,OND[179]
F-1745,onw,P-411,"tor, tour",,to enter,OND[179]
F-1383,fia,P-326,tórba,,bauer,reinisch1879[163]
F-1384,xnz,P-326,tórbar,,"Bauer, Feldarbeiter, Lohnarbeiter",massenbach1962[219]
F-1385,dgl,P-326,tórbar,,agricultural laborer,armbruster1965[203]
F-1382,onw,P-326,torpar,,"to farm, farmer",OND[180]
F-1316,xnz,P-308,"tóru, tórw",,"grüßen, danken",massenbach1962[219]
F-1422,dgl,P-333,tósk(i),,three,armbruster1965[103]
F-1423,xnz,P-333,toski,,drei,massenbach1962[219]
F-1396,onw,P-329,tou,,belly,OND[181]
F-1407,onw,P-328,touk,,to strike,OND[182]
F-1409,onw,P-331,touk,,wind,OND[182]
F-1427,onw,P-334,touph(ph),,to spit,OND[184]
F-1402,onw,P-330,tour,,"to hunt, pursue",OND[182]
F-1415,onw,P-330,tour,,"to drive away, scatter",OND[183]
F-1416,onw,P-332,tous,,curse,OND[183]
F-1421,onw,P-333,"tousko(u), touski",,three,OND[183]
F-1309,kdu,P-488,t̪ɔ́r,,he,jakobiA[no. 605]
F-2207,fia,P-480,triss(i),,"Eisen, Handschellen",khalil1996a[109]
F-1428,fia,P-334,tuff,,spucken,reinisch1879[165]
F-1429,dgl,P-334,tuff(i),,to spit,armbruster1965[205]
F-1430,xnz,P-334,tuffi,,spucken,massenbach1962[219]
F-1408,dgl,P-328,tukk(i),,"to pound, thump, batter, beat",armbruster1965[205]
F-2362,mei,P-478,tùlhèm,,"to carry, take",werner1993[134]
F-2450,dgl,P-505,túlla,,"smoke, pre-Nubian",armbruster1965[205]
F-2451,fia,P-505,tulli,,"Rauch, Qualm, pre-Nubian",khalil1996a[105]
F-1351,mei,P-492,túmmár,,all,werner1993[134]
F-2140,brk,P-91,tummun,,ten,thelwall1977[206]
F-1997,brk,P-387,tundi,,blind,thelwall1977[199]
F-1649,mei,P-387,túnngúr,,blind,werner1993[146]
F-2005,brk,P-390,"tuɲɲudi, pl. tuɲɲe",,bowels (intestines),thelwall1977[19]
F-1403,fia,P-330,tur,,"vertreiben, fortjagen, nachjagen, verfolgen",reinisch1879[166]
F-2266,mei,P-319,tur,,cow,macmichael1918[53]
F-1404,dgl,P-330,túr,,"to drive away, drive out, expel, chase away",armbruster1965[206]
F-1405,xnz,P-330,túr,,"vertreiben, fortjagen, antreiben",massenbach1962[220]
F-2454,mei,P-505,tùrùd,,"fog, mist, loan from Nile Nubian?",werner1993[135]
F-1411,dgl,P-331,túrug,,wind,armbruster1965[206]
F-1412,xnz,P-331,túrug,,Wind,massenbach1962[220]
F-1424,fia,P-333,túsko,,drei,reinisch1879[167]
F-1420,pkn,P-332,t̪uʃ-,,to curse,jakobiA[no. 172]
F-1397,fia,P-329,tuu,,bauch,reinisch1879[164]
F-1987,brk,P-329,tuu,,belly (inside),thelwall1977[199]
F-1398,dgl,P-329,túu,,"inside, interior, belly",armbruster1965[204]
F-1399,xnz,P-329,túu,,"Leib, Bauch, das Innere",massenbach1962[219]
F-1410,fia,P-331,tuug,,wind,reinisch1879[165]
F-1417,xnz,P-332,túus,,"fluchen, verwünschen, hassen",massenbach1962[220]
F-1418,dgl,P-332,túus,,to curse,armbruster1965[206]
F-1419,fia,P-332,túus,,"fluchen, verfluchen",reinisch1879[166]
F-1307,abu,P-488,t̪ʊ́,,he,jakobiA[no. 605]
F-1010,fia,P-101,u,,wir,reinisch1879[167]
F-2230,brk,P-386,ú:dè,,black,thelwall1977[199]
F-2618,brk,P-432,"uː, pl. ùːr",,lake,thelwall1977[203]
F-1616,dgl,P-379,ubúrt(i),,ash,armbruster1965[207]
F-1617,xnz,P-379,uburti,,Asche,massenbach1962[220]
F-1984,brk,P-379,uburti,,ashes,thelwall1977[199]
F-1618,fia,P-379,ubúrti,,asche,reinisch1879[167]
F-2223,mei,P-327,úccí,,child ?,werner1993[136]
F-949,mei,P-228,ùccìrhêm,,to hang (tr),werner1993[137]
F-1122,fia,P-263,ud,,"legen, eingiessen, auflegen",reinisch1879[167]
F-2228,mei,P-386,uddi,,black,macmichael1918[52]
F-2164,brk,P-259,udi,,you (pl),thelwall1977[208]
F-1644,mei,P-386,údí,,black,werner1993[137]
F-2540,mei,P-246,údí,,black,werner1993[137]
F-2229,brk,P-386,ūdia,,black,macmichael1920[207]
F-1760,dgl,P-414,údlan,,hare,armbruster1965[207]
F-2053,mei,P-467,údúdí,,"fly, with reduplication?",werner1993[137]
F-1127,fia,P-264,uff,,"blasen, hauchen",reinisch1879[168]
F-1125,dgl,P-264,úffe,,"to blow, puff, hiss",armbruster1965[207]
F-1126,xnz,P-264,uffi,,blasen,massenbach1962[221]
F-1615,mei,P-379,úfùdì,,ashes,werner1993[137]
F-2716,xnz,P-530,ugnutti,,traumen,massenbach1962[221]
F-1073,fia,P-254,ugr-ees,,tag,reinisch1879[169]
F-1071,dgl,P-254,ugr-ées,,day,armbruster1965[208]
F-1072,xnz,P-254,"ugr-ees, ugr-os",,Tage,massenbach1962[221]
F-904,dgl,P-254,úgu,,night,armbruster1965[208]
F-905,xnz,P-254,úguu,,"Nacht, Wetter, Alter, Leben",massenbach1962[221]
F-1077,xnz,P-226,uk,,bellen,massenbach1962[221]
F-1080,fia,P-255,uk,,das or,reinisch1879[169]
F-327,mei,P-32,úkk-áhèm,,"to bear child, uncertain",werner1993[137]
F-1098,mei,P-262,úkkáhèm,,to bear a child,werner1993[137]
F-1792,mei,P-263,ùkkùrhèm,,"to lay, put, set",werner1993[137]
F-2393,mei,P-262,ùkkùrhèm,,"to lay, put, set",werner1993[137]
F-2190,mei,P-237,ukuddi,,nine,macmichael1918[51]
F-2191,mei,P-237,úkúdí,,nine,werner1993[137]
F-2711,brk,P-198,ulaːti,,all ?,thelwall1977[199]
F-2011,brk,P-395,"uldi, pl. ulle",,charcoal,thelwall1977[200]
F-1083,mei,P-255,úlgí,,ear,werner1993[137]
F-2215,mei,P-170,ulli,,stone,macmichael1918[51]
F-2332,dgl,P-487,úlli,,"to kindle, light, set fire",armbruster1965[208]
F-678,mei,P-170,ùllì,,stone ?,werner1993[137]
F-773,mei,P-170,ùllì,,stone,werner1993[137]
F-2333,mei,P-487,úllìhèm,,to burn,werner1993[137]
F-2176,brk,P-258,ullu,,two,macmichael1920[198]
F-1682,dgl,P-395,úlud,,"charcoal, coal",armbruster1965[209]
F-1081,dgl,P-255,úlug,,"ear, leaf",armbruster1965[209]
F-1082,xnz,P-255,úlug,,"Ohr, Griff, Henkel",massenbach1962[221]
F-2348,fia,P-491,ulum,,crocodile,khalil1996a[86]
F-1683,xnz,P-395,úlut,,Kohle,massenbach1962[221]
F-1684,fia,P-395,úlut,,kole,reinisch1879[170]
F-344,dgl,P-94,úmbud,,salt,armbruster1965[209]
F-345,xnz,P-94,"úmbud, ómbud",,Salz,massenbach1962[221]
F-1086,fia,P-256,un-átti,,der mond,reinisch1879[171]
F-2700,brk,P-528,"un-dile, pl. un-dalile",,old woman,thelwall1977[204]
F-1088,xnz,P-256,"un, un-átti",,Mond,massenbach1962[221]
F-2251,mei,P-510,ung'a,,they,macmichael1918[52]
F-1702,fia,P-399,uñi,,"dreck, excremente",reinisch1879[172]
F-1097,fia,P-497,unn,,"gebären, zeugen",reinisch1879[172]
F-1700,dgl,P-399,úññ(i),,"excrement (of man, cat, dog)",armbruster1965[210]
F-1093,fia,P-257,unne,,"herz, gedanke, einsicht",reinisch1879[172]
F-2010,brk,P-497,"unne, pl. undi",,breast (female),thelwall1977[200]
F-1110,mei,P-259,ùnngú,,"you (pl), with pl marker",werner1993[138]
F-1095,dgl,P-257,úñur,,"to know, understand",armbruster1965[210]
F-1668,mei,P-392,ùnyèrhèm,,"to bury, cover",werner1993[138]
F-1701,xnz,P-399,unyi,,"Kot, Exkremente",massenbach1962[221]
F-1094,xnz,P-257,unyor,,"kennen, wissen",massenbach1962[221]
F-969,xnz,P-232,ur,,Kopf,massenbach1962[221]
F-971,fia,P-232,ur,,kopf,reinisch1879[173]
F-968,dgl,P-232,úr,,head,armbruster1965[211]
F-2074,brk,P-232,"úr, pl. ùr",,head,thelwall1977[202]
F-1107,fia,P-259,"ur, uri",,ir,reinisch1879[172]
F-1113,fia,P-260,"ur, urr",,sich mit dem ganzen körpergewicht auf etwas sezen,reinisch1879[173]
F-984,xnz,P-235,úrdii,,"Ding, Besitz, Gepäck",massenbach1962[222]
F-1036,xnz,P-246,urmúud,,"Unglück, wehe ?",massenbach1962[222]
F-2291,brk,P-232,urr,,head,macmichael1920[205]
F-2331,fia,P-487,urr,,"Feuer anzünden, brennen",khalil1996a[87]
F-1114,xnz,P-260,"urre, urri",,"pressen, drücken, bedecken",massenbach1962[222]
F-2236,mei,P-310,urri,,name,macmichael1918[52]
F-1858,fia,P-433,urse,,wurzel,reinisch1879[174]
F-1857,dgl,P-433,úrse,,root,armbruster1965[211]
F-982,fia,P-235,"urt, úrti",,"sache, gegenstand, gut, have, etwas",reinisch1879[174]
F-983,dgl,P-235,úrt(i),,"possession, property; goat, sheep, flock",armbruster1965[211]
F-2255,mei,P-40,"urtchi, ushi",,water,macmichael1918[53]
F-2344,mei,P-235,ùrtì,,"luggage, possessions, load",werner1993[138]
F-2263,mei,P-519,"urti, urdi, u'di",,corn,macmichael1918[53]
F-2616,fia,P-432,uru,,"Fluß, Nil",khalil1996a[87]
F-970,fia,P-233,uru,,"melik, könig, fürst",reinisch1879[174]
F-1853,dgl,P-432,úru,,"great water, river",armbruster1965[212]
F-1782,mei,P-420,ùrúd,,knee,werner1993[138]
F-1034,fia,P-246,urum,,"schwarz, indigo",reinisch1879[175]
F-1647,fia,P-386,urum,,schwarz,reinisch1879[175]
F-2231,fia,P-386,urum,,"schwarz, finster, blau",khalil1996a[87]
F-1645,dgl,P-386,urúm,,black substance,armbruster1965[212]
F-1037,dgl,P-246,úrum,,black substance,armbruster1965[212]
F-1035,xnz,P-246,urumme,,"schwarz, finster",massenbach1962[222]
F-1038,dgl,P-246,urúmme,,"black, dark, dark-coloured",armbruster1965[212]
F-2526,fia,P-518,us,,"Fehler, der Böse",khalil1996a[88]
F-483,mei,P-126,úsíngə́l,,right side,werner1993[139]
F-1120,fia,P-262,usk-ir,,"stellen, legen",reinisch1879[176]
F-1118,xnz,P-262,usk-ur,,"setzen, legen, stellen",massenbach1962[222]
F-1119,dgl,P-262,úsk-ur,,"set, place; set down",armbruster1965[212]
F-1793,dgl,P-263,úsk-ur,,"to set, place, put down",armbruster1965[212]
F-2392,dgl,P-262,úsk(i),,"to bear, have a child",armbruster1965[212]
F-1794,xnz,P-263,uskur,,"legen, stellen",massenbach1962[222]
F-2650,fia,P-526,ussi,,Viper (Cerastes cornutus),khalil1996a[88]
F-418,mei,P-112,ússí,,fire,werner1993[139]
F-2558,mei,P-195,ùssìhêm,,to untie,werner1993[139]
F-2617,fia,P-432,uti,,Wasserschöpfstelle am Fluß,khalil1996a[87]
F-2013,brk,P-37,utti,,daughter,thelwall1977[200]
F-2096,brk,P-470,"uu, pl. ùur",,lake ?,thelwall1977[203]
F-1116,fia,P-261,uub,,sich beugen,reinisch1879[167]
F-1074,mei,P-254,ùud,,day,werner1993[137]
F-1276,mei,P-300,úudáyàm,,it is empty,werner1993[137]
F-1996,brk,P-246,úudè,,black,thelwall1977[199]
F-2052,brk,P-467,ùudé,,fly,thelwall1977[201]
F-1078,dgl,P-226,úukk(i),,to bark,armbruster1965[208]
F-2341,brk,P-489,úun,,warm,rilly2010[no. 23]
F-1087,dgl,P-256,"úun, un-átti",,"moon, month",armbruster1965[209]
F-2713,dgl,P-530,úunti,,dream,armbruster1965[210]
F-2532,mei,P-519,ùurtí,,millet,werner1993[138]
F-451,mei,P-519,ùurtí,,millet,werner1993[138]
F-2527,xnz,P-518,uus,,schlecht,massenbach1962[222]
F-2528,dgl,P-518,uus,,"bas, evil",armbruster1965[212]
F-2715,xnz,P-530,"uutti, úunti",,Traum,massenbach1962[221]
F-1012,xnz,P-240,úuwe,,rufen,massenbach1962[223]
F-1013,dgl,P-240,úuwe,,"to call, sumon",armbruster1965[213]
F-1058,fia,P-251,uwítti,,der zweite,reinisch1879[178]
F-1101,fia,P-258,uwo,,zwei,reinisch1879[178]
F-2658,brk,P-141,uze,,durra (millet),thelwall1977[201]
F-2657,brk,P-141,uzze,,maize,thelwall1977[203]
